customer_id,frequency,total_spend,aov,recency_days,T_days,avg_interpurchase_days,active_months,purchase_days_std,category_diversity,avg_order_value,first_purchase,last_purchase,unique_days,LTV_target
12346.0,11,372.86,11.298787878787879,163,360,32.72727272727273,4,36.659999393829175,0,11.298787878787879,2009-12-14 08:34:00,2010-06-28 13:53:00,7,77183.6
12347.0,2,2035.1100000000001,19.952058823529413,1,38,19.0,2,0.0,0,19.952058823529413,2010-10-31 14:20:00,2010-12-07 14:57:00,2,3598.21
12348.0,1,222.15999999999997,11.107999999999999,72,72,72.0,1,0.0,0,11.107999999999999,2010-09-27 14:59:00,2010-09-27 14:59:00,1,1797.24
12349.0,3,2671.14,26.18764705882353,42,223,74.33333333333333,3,101.82337649086284,0,26.18764705882353,2010-04-29 13:20:00,2010-10-28 08:23:00,3,1757.55
12351.0,1,300.93,14.33,9,9,9.0,1,0.0,0,14.33,2010-11-29 15:23:00,2010-11-29 15:23:00,1,0.0
12352.0,2,343.8,19.1,10,27,13.5,1,0.0,0,19.1,2010-11-12 10:20:00,2010-11-29 10:07:00,2,2506.04
12353.0,1,317.76,15.888,43,43,43.0,1,0.0,0,15.888,2010-10-27 12:44:00,2010-10-27 12:44:00,1,89.0
12355.0,1,488.21000000000004,22.191363636363636,202,202,202.0,1,0.0,0,22.191363636363636,2010-05-21 11:59:00,2010-05-21 11:59:00,1,459.40000000000003
12356.0,3,3562.25,42.407738095238095,15,59,19.666666666666668,2,13.435028842544403,0,42.407738095238095,2010-10-11 09:42:00,2010-11-24 12:24:00,3,2811.43
12357.0,2,12079.99,73.2120606060606,22,23,11.5,1,0.0,0,73.2120606060606,2010-11-16 10:05:00,2010-11-16 14:29:00,1,6207.67
12358.0,3,2719.01,46.879482758620696,10,366,122.0,3,4.949747468305833,0,46.879482758620696,2009-12-08 07:59:00,2010-11-29 10:56:00,3,1168.06
12359.0,6,2563.36,21.90905982905983,60,368,61.333333333333336,4,45.85084513943009,0,21.90905982905983,2009-12-05 13:32:00,2010-10-10 11:16:00,6,6372.58
12360.0,5,1590.83,18.077613636363637,14,290,58.0,4,71.26710321038733,0,18.077613636363637,2010-02-22 09:32:00,2010-11-25 11:04:00,5,2662.06
12361.0,3,321.35,16.913157894736845,96,316,105.33333333333333,3,9.192388155425117,0,16.913157894736845,2010-01-26 14:37:00,2010-09-03 15:19:00,3,189.9
12362.0,1,130.0,130.0,373,373,373.0,1,0.0,0,130.0,2009-12-01 10:10:00,2009-12-01 10:10:00,1,5226.2300000000005
12366.0,1,500.24,166.74666666666667,268,268,268.0,1,0.0,0,166.74666666666667,2010-03-16 10:28:00,2010-03-16 10:28:00,1,0.0
12368.0,1,917.7,50.983333333333334,262,262,262.0,1,0.0,0,50.983333333333334,2010-03-21 15:56:00,2010-03-21 15:56:00,1,0.0
12369.0,3,1791.15,19.25967741935484,47,276,92.0,3,111.01576464628796,0,19.25967741935484,2010-03-08 08:09:00,2010-10-22 13:13:00,3,0.0
12370.0,3,774.62,22.132,259,303,101.0,2,31.11269837220809,0,22.132,2010-02-09 09:41:00,2010-03-25 12:10:00,2,3545.69
12371.0,3,2179.42,20.95596153846154,43,279,93.0,2,166.17009357883867,0,20.95596153846154,2010-03-04 18:23:00,2010-10-26 13:37:00,2,1887.96
12373.0,2,763.0500000000001,20.622972972972974,258,308,154.0,2,0.0,0,20.622972972972974,2010-02-04 12:08:00,2010-03-25 13:49:00,2,364.6
12374.0,3,2246.29,44.9258,55,222,74.0,2,117.37972567696688,0,44.9258,2010-04-30 14:01:00,2010-10-14 13:31:00,2,742.9300000000001
12376.0,2,503.15,38.70384615384615,24,52,26.0,2,0.0,0,38.70384615384615,2010-10-18 08:42:00,2010-11-15 12:15:00,2,0.0
12377.0,2,1798.2,23.976,15,223,111.5,2,0.0,0,23.976,2010-04-29 15:34:00,2010-11-23 19:24:00,2,1628.1200000000001
12378.0,1,1407.7,17.167073170731708,196,196,196.0,1,0.0,0,17.167073170731708,2010-05-26 14:07:00,2010-05-26 14:07:00,1,4008.62
12379.0,2,767.98,18.73121951219512,56,169,84.5,2,0.0,0,18.73121951219512,2010-06-23 12:49:00,2010-10-13 14:46:00,2,852.24
12380.0,7,6951.49,40.18202312138728,99,297,42.42857142857143,4,48.21064889281897,0,40.18202312138728,2010-02-15 12:05:00,2010-08-31 14:54:00,4,2724.81
12385.0,1,1938.4,29.821538461538463,13,13,13.0,1,0.0,0,29.821538461538463,2010-11-25 15:14:00,2010-11-25 15:14:00,1,0.0
12386.0,1,517.8000000000001,32.362500000000004,1,1,1.0,1,0.0,0,32.362500000000004,2010-12-08 09:53:00,2010-12-08 09:53:00,1,143.0
12387.0,1,143.94,15.993333333333332,49,49,49.0,1,0.0,0,15.993333333333332,2010-10-20 16:27:00,2010-10-20 16:27:00,1,0.0
12388.0,2,1120.45,24.357608695652175,80,216,108.0,2,0.0,0,24.357608695652175,2010-05-06 12:54:00,2010-09-20 12:41:00,2,2780.6600000000003
12389.0,3,1433.33,29.251632653061222,37,290,96.66666666666667,3,53.74011537017761,0,29.251632653061222,2010-02-22 10:15:00,2010-11-02 11:52:00,3,0.0
12391.0,5,2312.53,12.776408839779007,99,297,59.4,3,61.37589103222861,0,12.776408839779007,2010-02-15 10:12:00,2010-09-01 12:38:00,4,460.89
12392.0,1,234.75000000000003,33.53571428571429,225,225,225.0,1,0.0,0,33.53571428571429,2010-04-27 14:04:00,2010-04-27 14:04:00,1,0.0
12393.0,2,816.85,18.996511627906976,16,62,31.0,2,0.0,0,18.996511627906976,2010-10-07 13:49:00,2010-11-22 16:10:00,2,1582.6000000000001
12395.0,4,2394.74,21.770363636363633,5,237,59.25,4,37.72267222772003,0,21.770363636363633,2010-04-16 10:16:00,2010-12-03 16:35:00,4,2672.53
12396.0,1,931.4300000000001,14.329692307692309,308,308,308.0,1,0.0,0,14.329692307692309,2010-02-03 13:22:00,2010-02-03 13:22:00,1,0.0
12399.0,3,853.65,16.738235294117647,20,279,93.0,3,5.656854249492381,0,16.738235294117647,2010-03-05 08:45:00,2010-11-19 08:53:00,3,1108.65
12400.0,1,205.25,18.65909090909091,48,48,48.0,1,0.0,0,18.65909090909091,2010-10-21 13:45:00,2010-10-21 13:45:00,1,0.0
12402.0,5,1031.3,17.47966101694915,27,305,61.0,5,9.092121131323903,0,17.47966101694915,2010-02-07 12:41:00,2010-11-12 09:50:00,5,225.60000000000002
12403.0,1,591.6600000000001,147.91500000000002,156,156,156.0,1,0.0,0,147.91500000000002,2010-07-06 11:39:00,2010-07-06 11:39:00,1,427.7
12404.0,1,63.24,63.24,316,316,316.0,1,0.0,0,63.24,2010-01-26 16:25:00,2010-01-26 16:25:00,1,0.0
12406.0,3,2975.06,48.771475409836064,34,331,110.33333333333333,3,67.17514421272202,0,48.771475409836064,2010-01-11 14:04:00,2010-11-05 11:42:00,3,3415.3
12408.0,3,1452.22,26.892962962962965,19,132,44.0,3,12.727922061357855,0,26.892962962962965,2010-07-29 13:27:00,2010-11-19 13:21:00,3,2888.55
12409.0,4,12346.62,79.65561290322582,55,199,49.75,4,48.99319680663156,0,79.65561290322582,2010-05-23 15:21:00,2010-10-15 10:24:00,4,11072.67
12410.0,1,320.38,22.884285714285713,136,136,136.0,1,0.0,0,22.884285714285713,2010-07-25 13:26:00,2010-07-25 13:26:00,1,693.33
12411.0,1,346.9,15.768181818181818,44,44,44.0,1,0.0,0,15.768181818181818,2010-10-26 09:25:00,2010-10-26 09:25:00,1,0.0
12412.0,3,1370.05,20.758333333333333,36,173,57.666666666666664,3,23.33452377915607,0,20.758333333333333,2010-06-18 13:22:00,2010-11-02 17:02:00,3,1226.88
12413.0,1,241.35,18.565384615384616,36,36,36.0,1,0.0,0,18.565384615384616,2010-11-02 13:26:00,2010-11-02 13:26:00,1,758.1
12414.0,3,390.0,39.0,97,98,32.666666666666664,1,0.0,0,39.0,2010-09-02 12:22:00,2010-09-02 13:47:00,1,562.4100000000001
12415.0,7,19543.84,92.18792452830189,9,162,23.142857142857142,4,26.267851073127396,0,92.18792452830189,2010-06-30 08:30:00,2010-11-29 15:07:00,7,124914.53
12416.0,1,202.56,18.414545454545454,291,291,291.0,1,0.0,0,18.414545454545454,2010-02-21 10:19:00,2010-02-21 10:19:00,1,0.0
12417.0,11,3167.81,17.796685393258425,44,368,33.45454545454545,8,24.879487311616547,0,17.796685393258425,2009-12-06 10:30:00,2010-10-25 14:27:00,11,3649.1
12418.0,3,1352.62,19.891470588235293,48,264,88.0,3,77.07463914933368,0,19.891470588235293,2010-03-19 14:47:00,2010-10-22 10:29:00,3,668.58
12419.0,2,503.01,20.1204,20,48,24.0,2,0.0,0,20.1204,2010-10-22 10:40:00,2010-11-19 10:04:00,2,0.0
12421.0,2,291.56,14.578,49,139,69.5,2,0.0,0,14.578,2010-07-22 13:57:00,2010-10-20 14:28:00,2,807.04
12422.0,14,4428.24,33.29503759398496,28,356,25.428571428571427,8,24.074936429875862,0,33.29503759398496,2009-12-18 12:44:00,2010-11-10 13:19:00,11,803.5600000000001
12423.0,2,763.08,19.077,22,100,50.0,2,0.0,0,19.077,2010-08-31 09:31:00,2010-11-17 11:33:00,2,1859.31
12424.0,2,1579.07,25.468870967741935,57,182,91.0,2,0.0,0,25.468870967741935,2010-06-09 15:15:00,2010-10-13 10:29:00,2,1760.96
12425.0,1,964.21,17.53109090909091,82,82,82.0,1,0.0,0,17.53109090909091,2010-09-17 14:10:00,2010-09-17 14:10:00,1,777.2
12426.0,1,762.48,16.222978723404257,297,297,297.0,1,0.0,0,16.222978723404257,2010-02-15 08:41:00,2010-02-15 08:41:00,1,582.73
12427.0,1,607.0,30.35,6,6,6.0,1,0.0,0,30.35,2010-12-03 10:44:00,2010-12-03 10:44:00,1,522.3
12429.0,5,5017.01,52.26052083333334,0,180,36.0,3,53.38539126015655,0,52.26052083333334,2010-06-11 13:28:00,2010-12-09 12:05:00,3,2468.9
12431.0,13,4728.77,25.699836956521743,8,328,25.23076923076923,9,24.05045202120414,0,25.699836956521743,2010-01-15 09:04:00,2010-12-01 10:03:00,11,6129.2
12433.0,5,10992.51,25.386859122401848,0,111,22.2,4,17.173137938847013,0,25.386859122401848,2010-08-20 09:23:00,2010-12-08 16:49:00,5,9588.75
12434.0,1,297.29,14.864500000000001,15,15,15.0,1,0.0,0,14.864500000000001,2010-11-23 13:38:00,2010-11-23 13:38:00,1,806.14
12435.0,4,6096.04,80.21105263157895,31,371,92.75,4,41.63331998932266,0,80.21105263157895,2009-12-02 13:58:00,2010-11-08 10:07:00,4,7829.89
12437.0,21,7731.99,21.24173076923077,29,371,17.666666666666668,10,15.550934986275534,0,21.24173076923077,2009-12-02 16:24:00,2010-11-09 14:46:00,19,4951.41
12439.0,2,1158.18,16.085833333333333,317,360,180.0,2,0.0,0,16.085833333333333,2009-12-14 08:40:00,2010-01-26 12:11:00,2,0.0
12440.0,2,859.2,26.85,96,352,176.0,2,0.0,0,26.85,2009-12-22 12:03:00,2010-09-03 13:11:00,2,0.0
12441.0,1,347.1,15.77727272727273,1,1,1.0,1,0.0,0,15.77727272727273,2010-12-08 10:45:00,2010-12-08 10:45:00,1,0.0
12443.0,1,485.31,23.11,366,366,366.0,1,0.0,0,23.11,2009-12-07 15:42:00,2009-12-07 15:42:00,1,0.0
12445.0,1,301.58000000000004,15.079000000000002,55,55,55.0,1,0.0,0,15.079000000000002,2010-10-15 12:28:00,2010-10-15 12:28:00,1,133.4
12449.0,2,768.6,76.86,45,73,36.5,2,0.0,0,76.86,2010-09-27 09:37:00,2010-10-25 12:21:00,2,4067.29
12450.0,3,490.32,16.90758620689655,33,108,36.0,3,21.213203435596427,0,16.90758620689655,2010-08-22 13:11:00,2010-11-05 16:27:00,3,197.88
12451.0,3,3634.36,23.148789808917197,97,163,54.333333333333336,2,46.66904755831214,0,23.148789808917197,2010-06-28 12:58:00,2010-09-02 15:38:00,2,9035.52
12454.0,4,13151.44,526.0576,30,55,13.75,2,10.785793124908958,0,526.0576,2010-10-14 17:33:00,2010-11-09 10:09:00,4,3528.34
12455.0,4,3413.09,24.913065693430656,79,356,89.0,4,41.06498914322678,0,24.913065693430656,2009-12-18 12:33:00,2010-09-20 14:39:00,4,2466.86
12457.0,1,632.6800000000001,28.75818181818182,69,69,69.0,1,0.0,0,28.75818181818182,2010-09-30 17:59:00,2010-09-30 17:59:00,1,2363.23
12458.0,2,830.09,18.045434782608698,62,122,61.0,2,0.0,0,18.045434782608698,2010-08-09 10:33:00,2010-10-08 11:36:00,2,947.4
12459.0,1,454.36,19.754782608695653,239,239,239.0,1,0.0,0,19.754782608695653,2010-04-13 14:53:00,2010-04-13 14:53:00,1,0.0
12460.0,1,326.65,18.147222222222222,90,90,90.0,1,0.0,0,18.147222222222222,2010-09-09 13:51:00,2010-09-09 13:51:00,1,0.0
12466.0,1,56.73,56.73,316,316,316.0,1,0.0,0,56.73,2010-01-26 16:26:00,2010-01-26 16:26:00,1,0.0
12467.0,1,132.8,14.755555555555556,57,57,57.0,1,0.0,0,14.755555555555556,2010-10-12 15:41:00,2010-10-12 15:41:00,1,0.0
12468.0,3,2941.2,26.260714285714283,161,317,105.66666666666667,3,7.7781745930520225,0,26.260714285714283,2010-01-26 10:09:00,2010-07-01 10:28:00,3,729.54
12469.0,2,3070.54,40.40184210526316,157,171,85.5,2,0.0,0,40.40184210526316,2010-06-21 10:30:00,2010-07-05 12:40:00,2,0.0
12470.0,1,211.95,9.215217391304348,324,324,324.0,1,0.0,0,9.215217391304348,2010-01-19 11:01:00,2010-01-19 11:01:00,1,0.0
12471.0,49,20139.74,29.74850812407681,8,367,7.489795918367347,11,9.536094341088816,0,29.74850812407681,2009-12-07 10:41:00,2010-11-30 14:35:00,28,19824.05
12472.0,13,12939.78,20.155420560747665,3,360,27.692307692307693,10,15.30795000427338,0,20.155420560747665,2009-12-14 10:49:00,2010-12-05 14:19:00,13,4940.81
12474.0,13,5048.66,17.652657342657342,13,301,23.153846153846153,8,18.10805111411814,0,17.652657342657342,2010-02-11 09:41:00,2010-11-26 12:19:00,12,7375.79
12475.0,1,426.26,17.0504,44,44,44.0,1,0.0,0,17.0504,2010-10-26 08:49:00,2010-10-26 08:49:00,1,723.38
12476.0,12,7298.99,25.79148409893993,31,136,11.333333333333334,4,14.683942992881095,0,25.79148409893993,2010-07-26 09:04:00,2010-11-08 09:35:00,8,6816.42
12477.0,3,7056.63,26.72965909090909,34,257,85.66666666666667,3,20.506096654409877,0,26.72965909090909,2010-03-26 14:01:00,2010-11-05 09:35:00,3,13219.74
12480.0,3,2183.2200000000003,24.809318181818185,33,141,47.0,3,36.062445840513924,0,24.809318181818185,2010-07-20 13:21:00,2010-11-05 15:08:00,3,3281.63
12481.0,6,6924.45,37.63288043478261,0,241,40.166666666666664,5,62.62747001117002,0,37.63288043478261,2010-04-11 13:10:00,2010-12-09 10:13:00,6,5436.94
12482.0,29,23691.4,116.1343137254902,210,288,9.931034482758621,3,9.155074255044829,0,116.1343137254902,2010-02-24 10:24:00,2010-05-12 16:51:00,6,0.0
12483.0,11,2635.6,41.18125,13,311,28.272727272727273,7,28.05649063348206,0,41.18125,2010-01-31 13:28:00,2010-11-26 12:35:00,10,2484.98
12484.0,6,1828.43,14.173875968992249,117,315,52.5,4,62.93409250954525,0,14.173875968992249,2010-01-27 16:41:00,2010-08-13 13:45:00,6,4541.72
